"K_basis_1","K_basis_2","K_basis_3","K_basis_4","K_basis_5","K_basis_6","K_basis_7","K_basis_8","K_basis_9","K_basis_10","K_basis_11","K_basis_12","K_basis_13","K_basis_14","K_basis_15"
-0.545589368218851,0.014960689151333,-0.0122137053201984,-0.00862821820843958,0.00705448371482951,-0.00142091679727449,-0.00178582656887887,-0.00045906344482091,0.00161285516739128,-1.95975113287098e-05,0.000232730029765031,0.000279647834993435,-2.60439650916582e-05,4.74296796023041e-05,-1.6754049198015e-05
-0.581621766761039,0.0142416066543165,-0.011480902648721,-0.00754816217627159,0.00615063559822701,-0.00129333229777022,-0.00152727738871604,-0.000343576449875607,0.00156896101282958,-6.44169059260749e-05,0.000241444004200969,0.000306409373390697,3.70020774982524e-05,4.44411477258983e-05,4.85652005146844e-06
-0.617962355527143,0.0134888680725269,-0.0107214193652497,-0.00654647134961897,0.00534966600082848,-0.000968714168688878,-0.00127238224575869,-7.92687650523752e-05,0.00141992078899257,-1.78890376076582e-05,0.000208258221396726,0.000209408773879528,-7.51932840400521e-06,3.8505007421257e-05,-2.29106365629833e-05
-0.655028688722835,0.012589834517969,-0.0100338809373481,-0.00545565796880172,0.00452801364082828,-0.000800223097287445,-0.00100767292939061,7.67911845136686e-05,0.00126383397088618,-3.9113400845159e-05,0.000210521097305437,0.000178739538287177,2.99278680627401e-05,2.60028349904925e-05,-6.26794455680342e-06
-0.694764305502693,0.0116471716757581,-0.00913432583009021,-0.0043471702326077,0.00382791383217424,-0.000408909163812852,-0.000865626962095279,0.000292596017553627,0.00102462513317293,-1.87946929652154e-05,0.00015417427189715,0.000117843252761047,-3.68800497610789e-05,1.65715612582415e-05,-3.72588520856299e-05
-0.729122499387438,0.0102103925380893,-0.0082265383675003,-0.0033287048492695,0.00332408590267999,-0.000389978563443983,-0.000713064306005477,0.0003192434343664,0.000824090750687672,-5.73297193446421e-05,0.000155471508963399,0.000100091200069779,-5.59241868064777e-06,4.4908816369975e-06,-1.6423404101795e-05
-0.760841427527364,0.00875453535141766,-0.00745596798630413,-0.00230397484409628,0.00263977442043353,-0.000541774640773703,-0.000527438195878278,0.00035246369561825,0.000622163962984054,-8.21020454599535e-05,0.000142374417624639,8.11866111661961e-05,2.39437731937034e-05,-6.51911906715154e-06,2.92202420252525e-07
-0.791639241743719,0.00723525021359289,-0.0067594487412609,-0.00129794843712569,0.00191823424590933,-0.000679822796178985,-0.000344954061210307,0.00037270741339265,0.000425372723764065,-8.35170491018313e-05,0.000127748586642301,3.73745490222952e-05,1.18991524430263e-05,-1.0549948935177e-05,6.84222104220621e-07
-0.82188512527034,0.0056937988818372,-0.00614434025934034,-0.000254773128377711,0.00112301194018258,-0.000944202604878378,-0.000151578879377456,0.000344408111192242,0.000234862688539425,-0.0001129543690285,0.000126054389527251,3.5424625025861e-05,6.52985092062084e-05,-1.84524690887066e-05,3.3011738229082e-05
-0.851925982122923,0.00414040004019358,-0.00556315412429231,0.000771332297966181,0.000324213053082704,-0.00119369266357146,3.10825712923384e-05,0.000316166823176232,5.07174391741531e-05,-0.000127096024909739,0.000110700462763306,2.78200279905317e-05,8.41944840413668e-05,-2.22752676258057e-05,4.52185115026615e-05
-0.881925975746883,0.00263341527059714,-0.00499183477575961,0.00177990446891695,-0.00046308261220289,-0.00142872888124484,0.000245586106572471,0.000314062842713613,-0.000154039484192757,-0.000135782257814655,0.000112701368775156,-7.10410491989088e-06,0.000125025448820463,-3.03038086378871e-05,7.40422061468412e-05
-0.912125994311771,0.00110175719461625,-0.00442971998523254,0.0028386049871781,-0.00131021052328525,-0.00174144200574024,0.000414724171003677,0.000251058554619469,-0.000323389519441443,-0.000174920548224259,8.78391889950624e-05,2.76984354918496e-05,0.000148087646187936,-3.15538456548691e-05,8.53609527278477e-05
-0.942741064982839,-0.000281857575500145,-0.00379793545830321,0.00379469777607976,-0.00202594208835868,-0.00186289481935406,0.000681503297697475,0.000329059549672785,-0.00057284515660962,-0.000167175165596376,0.000112679591455928,-7.81192149993554e-05,0.000187819930565105,-4.47855589650602e-05,0.0001265183395643
-0.974265555992572,-0.00170891489274275,-0.00314274496952028,0.00482126201056773,-0.00277633838816159,-0.0020866034906149,0.000852574847724291,0.000322760767281581,-0.000752859043783072,-0.000202256301079372,7.11221141657687e-05,-5.05544795298463e-05,0.000185741088281556,-4.84373865603708e-05,0.000118824040045068
-1.00839460093695,-0.00307740059417472,-0.00234391901129546,0.0057958880092913,-0.00329769140461064,-0.00207739797524069,0.00104569653086194,0.000365411861314012,-0.000983269588159188,-0.0002387880069838,8.01298419812554e-05,-8.24513427539191e-05,0.000235094070560634,-6.33493351615964e-05,0.000154135580164992
-1.04776259886233,-0.00389254514325957,-0.00161351961483781,0.0069254619130258,-0.00407440350181129,-0.001769893103974,0.00120331246493734,0.000567723795548796,-0.00123767217565036,-0.00023065033937563,1.85771603252166e-05,-0.000121141569680575,0.000163451290838492,-7.27741627232764e-05,0.000121535015069059
-1.08444479477116,-0.00467356203120708,-0.00109062011192649,0.00802057211491157,-0.00494863686728791,-0.0016550437565689,0.00149516238207403,0.000727638937909183,-0.00142913630029721,-0.000259377364756423,2.80506943030884e-05,-0.00014890442427695,0.000215924852992074,-8.97466479451175e-05,0.000150915707233928
-1.12035143924674,-0.00534409229528609,-0.000515903282297028,0.00901784980986439,-0.00579882166793869,-0.00138532950975215,0.00176827725871302,0.000984463867417992,-0.00160741950788951,-0.000219598259731826,-3.94398668053382e-06,-0.000231472534124866,0.000185466789755288,-9.83849267871839e-05,0.000131546880803692
-1.15588067319174,-0.00604173050588409,1.3096421518025e-05,0.0100892288065868,-0.00675858131052266,-0.00130493377279893,0.00200739747507844,0.00107311768834562,-0.00166016911279569,-0.000264780434747573,-2.18579820754411e-05,-0.000168818868310459,0.000221487188395328,-9.83344560411955e-05,0.000132677417461952
-1.19116417007958,-0.00648448701138225,0.000667313435673025,0.0109386535025976,-0.00752270016026136,-0.000908376883358789,0.0023172592922913,0.00136543130879785,-0.00176058281827705,-0.000201603112476241,-4.33550394233782e-05,-0.000274868836398446,0.000182352453390943,-9.71526297505451e-05,0.000104566519433737
-1.22651402270039,-0.00685483809615981,0.00135377034952019,0.0118490236463542,-0.00835791125099275,-0.0006834506199239,0.00260331241448603,0.00155607040963657,-0.00176947168923592,-0.000195421776233711,-7.31789786666088e-05,-0.000267439272787665,0.000195932207916584,-9.44671652732898e-05,8.89529484416286e-05
-1.26186138467916,-0.00694244060414077,0.00216822533396366,0.0126237942722063,-0.00908860106111153,-0.000338012323793821,0.00293461865389993,0.00180711677799661,-0.00177185911283572,-0.000167857680231992,-8.04326593702248e-05,-0.000325947202413503,0.000192401742796059,-8.8893449584556e-05,7.61796291823244e-05
-1.29735838359697,-0.0068711982320138,0.00306036087479157,0.0133641031847128,-0.00975487953900213,-3.94932090526744e-05,0.00326070679241185,0.00203624196175389,-0.00172814744504614,-0.000142990936205307,-0.000113403064538085,-0.000350116810192138,0.000176852810936223,-7.98108946714507e-05,4.98276073707853e-05
-1.33290558734743,-0.00646122881974132,0.00406645091384319,0.0139985558449255,-0.0103341238556276,0.000265674533672984,0.00361211082120308,0.00226983992468696,-0.00166582274819581,-0.000125754058459926,-0.000130361317814266,-0.000388762681174593,0.000163650969800491,-6.98234530319295e-05,3.39274495738588e-05
-1.36862009906371,-0.00581447583573149,0.00514131873229838,0.0145630377666448,-0.0107861096117726,0.000530442204452455,0.00396360839872835,0.00248356221057432,-0.00158164275557845,-0.000101734807146634,-0.000167269208253687,-0.000418160268342943,0.000132050499437382,-5.78259565943654e-05,7.15626089931733e-06
-1.40435780285111,-0.00475449025751866,0.00628564671187238,0.0150225157867149,-0.0111359386709632,0.000745903162972559,0.00431747482338062,0.00267428584225708,-0.00148809314614453,-9.04367542709545e-05,-0.000198739838654312,-0.000444457072029093,0.000101181577907701,-4.62610711807472e-05,-1.18669133786225e-05
-1.44025814942207,-0.003391888692201,0.00744202884492473,0.0153939304578207,-0.0113154714948704,0.000908114226385342,0.00465708962640152,0.00282946151225829,-0.00139299470158427,-6.97048791492679e-05,-0.000247049497821227,-0.000465847183293226,5.43244719653196e-05,-3.50143509727136e-05,-3.75339783396538e-05
-1.47610730665735,-0.00154026570007104,0.00858247349181723,0.0156596491491138,-0.0113826594203019,0.000989173701684422,0.00496694013816813,0.00293651186309968,-0.0013035220382293,-5.96282182196703e-05,-0.0002943630643122,-0.000479393514972064,8.29391018479652e-06,-2.54766009471732e-05,-5.7836143686289e-05
-1.51207570244299,0.000655674638995153,0.00963598100872345,0.0158264209963829,-0.0112524596908704,0.00102110670585946,0.00523483127591418,0.00299417737189685,-0.00122876862359996,-3.71659113889734e-05,-0.000355489559663291,-0.000488329484965682,-4.7825013480978e-05,-1.80862127247827e-05,-8.24802089922259e-05
-1.54782964734886,0.00337925739032975,0.0105514053718875,0.015885327017578,-0.01100944511897,0.000976730698516595,0.00543554177507308,0.00298879223165217,-0.00116902302569496,-1.8992581424617e-05,-0.000416341917631557,-0.000489869199635687,-0.000101477655253838,-1.32395636726975e-05,-0.00010394811474096
-1.58354361010726,0.00643144332180661,0.0112600633622753,0.0158433272798902,-0.0105708478236571,0.000914700305923669,0.00555849921406177,0.00292655857296766,-0.00112926638456778,1.60825781493934e-05,-0.000485023916719678,-0.000489066939282727,-0.000158035938262207,-1.08730205380281e-05,-0.000127895346934327
-1.61868249830055,0.00996906383763053,0.0116964876629535,0.015692838425915,-0.0100421105742837,0.000817318286641444,0.0055821690387121,0.00280182340906823,-0.00109921631381877,5.53797089026445e-05,-0.000549411947282479,-0.000484845724212466,-0.000208160050040041,-1.08143107433463e-05,-0.000149590380444522
-1.6533736836068,0.0137140183493623,0.011821316426548,0.0154419315287272,-0.00934502702015574,0.000763928240646879,0.00550014578329984,0.00262746435426998,-0.00107765291095933,0.000116402195146051,-0.000613489796408488,-0.000481754397259148,-0.00025434759428412,-1.22771919796324e-05,-0.00017127298282666
-1.6867753533271,0.0177781886313071,0.0115751855529315,0.0150875518569912,-0.00860833747280098,0.000732302081257838,0.00530526295316718,0.00240662886453469,-0.00104531009459462,0.000188728945967384,-0.000666163065867903,-0.000480514501150044,-0.000289480873677215,-1.46815888892615e-05,-0.000189239226863277
-1.71892568993634,0.0217903303127891,0.0109759916714099,0.0146262243884535,-0.00773134812630086,0.000817082685158606,0.00500069593839276,0.00215912059248753,-0.00099783160476423,0.000285026228890075,-0.000711060437050676,-0.00048267594978713,-0.000314229786428649,-1.70022358165864e-05,-0.000203832705012073
-1.74858755555778,0.0258167295436653,0.00998584085004355,0.0140509551260633,-0.00683640857591042,0.000971998346787604,0.00459734775007394,0.00188935022085022,-0.000913575678763949,0.000396147213627132,-0.000740090636642428,-0.000489483470497979,-0.000323387021814136,-1.88808351395263e-05,-0.000212773637994107
-1.77570587168631,0.0294168727787014,0.00869607732603633,0.0133505573440122,-0.00579341074939748,0.00127432575098197,0.00410556149024301,0.00160956897796995,-0.000791886325843469,0.000532880578321478,-0.000760332882483284,-0.000497115657135233,-0.000317544756353499,-1.97024207161414e-05,-0.000216529861707333
-1.79864258439306,0.0326674454638538,0.00709237612626547,0.0125297542938035,-0.00474170739329144,0.00163133820895463,0.00356176916904712,0.0013264656554056,-0.000620469073272495,0.000680536448280197,-0.000764618137911755,-0.000507427137284953,-0.000295086515824837,-1.86421660505151e-05,-0.000213917979450953
-1.81725584859072,0.0351318827047837,0.00531559199322304,0.0115577679999553,-0.00350534525136026,0.00208720843326649,0.00298919343985469,0.00104232047398359,-0.000410437052815612,0.00084608857370134,-0.000764879881704712,-0.000513713861823914,-0.000257746716508429,-1.62173290084358e-05,-0.000207254355833386
-1.82903737430662,0.0369838719379475,0.00330494548699078,0.0104899820844039,-0.00234180824057102,0.00246738395078633,0.00247267254039027,0.000775539998485779,-0.000168710654073958,0.00101050238790896,-0.000753861647885552,-0.000523695901879817,-0.000212668353258776,-1.11086534859859e-05,-0.000197082692249488
-1.82567865970852,0.0362892483341983,0.00111485737539673,0.00918691728419644,-0.00108453469145905,0.00266641635528878,0.00205675818040289,0.000550632885130172,7.05471820603623e-05,0.0011619904294581,-0.000736337882893033,-0.000519362088174436,-0.000138388135526367,-5.75150482899971e-06,-0.000185063013568449
-1.81908422746412,0.0347119899674526,-0.000684414597956465,0.00800336154152973,-6.71565691287351e-05,0.00272981282963355,0.00160114468551533,0.000315565643061384,0.000268996689927205,0.0012554974752086,-0.000698436627300929,-0.000508305533709362,-7.22363993663173e-05,2.2669854237461e-06,-0.000167445251341862
-1.8108500426816,0.032211574329315,-0.00207112020617959,0.00687047118686622,0.000925410385681354,0.00273527214778161,0.00118060227526428,0.000111994193597906,0.000416118525416139,0.00130415637701857,-0.00065667851425531,-0.000489022221918356,-9.20642344532249e-06,9.50003754398876e-06,-0.000151213801397142
-1.8002712546372,0.0292963993518162,-0.00313059514817992,0.00591379842098266,0.00153402620613816,0.0025576924482267,0.000802464222504193,-6.65712879257734e-05,0.000513595831150295,0.00128503801652565,-0.000596623234986173,-0.000463317964443929,3.61004365407151e-05,1.93532369956867e-05,-0.00013122388429535
-1.78879763228503,0.0258515847611384,-0.00393605204504006,0.00499510082044061,0.00208413715819099,0.00233739543155701,0.000513908185748674,-0.000179768985208107,0.000566836780055093,0.00122587143221573,-0.000539247249620092,-0.000426612597624873,7.94926066940359e-05,2.68923253333496e-05,-0.00011516563746081
-1.77620345354469,0.0223624515870961,-0.00455054937629309,0.00423893212746236,0.00225743527341519,0.00197456309049259,0.000282812731291059,-0.000255295503867067,0.000583655437048377,0.00110993833014393,-0.000469332767563405,-0.000382619665742927,0.000105467705395931,3.59527062572362e-05,-9.60680639621457e-05
-1.7638713108882,0.0187091601914877,-0.00506097715400556,0.00346793540823725,0.00243635410326098,0.00163288481599165,0.000141175232268131,-0.000255158656884508,0.000571542996399342,0.000967476009789423,-0.000407061821705659,-0.000331018493339712,0.000130855498976629,4.12790160866471e-05,-8.19750116392951e-05
-1.75170545525276,0.015264389182745,-0.00547777982939736,0.00281431091566883,0.00232833870798595,0.0012022236650084,2.82431490033996e-05,-0.000232692383559472,0.000536502576389781,0.000785131181072118,-0.000337125539392229,-0.000278631692938355,0.000136041081716151,4.80450623714637e-05,-6.47974270575659e-05
-1.74071060462129,0.0118968508424371,-0.00588033251889341,0.00205437207984118,0.00237484668929465,0.000838556660128674,-2.47177865861471e-05,-0.000154118154459927,0.000484165031463837,0.000590586994804552,-0.00027779253630524,-0.000229751414996808,0.000140595124653098,5.0383905544851e-05,-5.37761658477581e-05
-1.73096767847606,0.00878766139828925,-0.0062163831263083,0.00130293894628571,0.00232127165630343,0.000398198374842371,-0.000107207243151337,-0.000112362866623745,0.000425024852386188,0.000377577048780504,-0.000217336774703356,-0.000186066580593887,0.000124155684884653,5.46726480846068e-05,-3.95896206344933e-05
-1.72351301981023,0.00586118530733683,-0.00647636926527996,0.000464398644406994,0.00233932369781287,-8.54210420139398e-05,-0.000211485542435136,-0.000114750025629817,0.000360825437343644,0.00015951321586196,-0.000160353115577083,-0.000155567084872441,9.58174694258892e-05,5.8734837204273e-05,-2.20058686893621e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.7193451171749,0.003225149759351,-0.00649901959451062,-0.000255306923287767,0.00217929150021064,-0.000677785694197603,-0.000417227673017652,-0.000228653685284095,0.000280471068790144,-4.76815836102971e-05,-0.00010762618385746,-0.000139698919970053,4.70001771160743e-05,6.31767602313855e-05,1.08319688043415e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
-1.71934540202041,0.0032250842818898,-0.00649899395130252,-0.000255286561949518,0.00217941420576383,-0.000677707559328024,-0.000417266556926137,-0.000228730252195652,0.000280484446783738,-4.76336155088942e-05,-0.00010767727534035,-0.000139696298958727,4.70018927521696e-05,6.31864514285477e-05,1.08634680916855e-05
