"K_basis_1","K_basis_2","K_basis_3","K_basis_4","K_basis_5","K_basis_6","K_basis_7","K_basis_8","K_basis_9","K_basis_10","K_basis_11","K_basis_12","K_basis_13","K_basis_14","K_basis_15"
-1.070964,-0.03640891,-0.01894861,0.004810998,-0.00532326,7.767943e-05,-0.0005148379,0.0005775332,-0.0006168093,0.0001965967,-2.593019e-05,3.827993e-05,0.0001157045,-9.578368e-05,-9.587892e-05
-1.104289,-0.03741367,-0.01758428,0.004914711,-0.00545394,0.0009878284,-0.0004051547,0.0008388559,-0.0004724757,0.0001672443,-3.518213e-05,6.020809e-06,5.558339e-05,-8.136598e-05,-0.0001030877
-1.143051,-0.03759121,-0.01576679,0.004995259,-0.005242596,0.00176865,-0.0002900996,0.001044027,-0.000364907,0.0001171536,-6.068886e-05,-1.337502e-05,-7.626425e-06,-6.902797e-05,-0.0001045861
-1.187291,-0.03652083,-0.01358567,0.005068896,-0.004850287,0.002378645,-0.0002528579,0.00116512,-0.0003129754,2.548884e-05,-9.159008e-05,-1.307864e-05,-8.406164e-05,-5.572151e-05,-9.905865e-05
-1.236908,-0.0343334,-0.01131742,0.005111989,-0.00414834,0.002848978,-0.0002794569,0.00120588,-0.0003207571,-7.554727e-05,-0.0001333857,-1.864187e-06,-0.000157451,-4.563068e-05,-8.835465e-05
-1.290992,-0.03083975,-0.009057026,0.00514065,-0.003358016,0.003167498,-0.0004409047,0.001151242,-0.0003840057,-0.0002006076,-0.0001700245,2.11941e-05,-0.0002356326,-3.509979e-05,-6.912467e-05
-1.348434,-0.02648738,-0.007028928,0.005112608,-0.002366783,0.003397175,-0.000693442,0.001026221,-0.0004849187,-0.000313619,-0.0002084874,4.703284e-05,-0.0003021571,-2.780826e-05,-4.439446e-05
-1.407299,-0.02138694,-0.005230307,0.005043784,-0.00142505,0.00352475,-0.001073583,0.0008275291,-0.0006026059,-0.0004264226,-0.0002348697,7.761844e-05,-0.0003646601,-2.047279e-05,-1.14366e-05
-1.465836,-0.01623147,-0.003755506,0.004879915,-0.0004000302,0.003613402,-0.001498156,0.000597183,-0.0007131078,-0.000506265,-0.0002617454,0.0001090154,-0.000407759,-1.682328e-05,2.39966e-05
-1.501752,-0.01294988,-0.004470114,0.004545451,9.48272e-05,0.003685326,-0.001841056,0.0004604952,-0.0007085746,-0.0004713352,-0.0002890764,0.0001294412,-0.0004030037,-2.088762e-05,4.968591e-05
-1.534963,-0.009837876,-0.005356481,0.004164022,0.0006093555,0.003705091,-0.00203951,0.0003698891,-0.0006757241,-0.0004133986,-0.0003150499,0.000133284,-0.0003842818,-2.410606e-05,6.990181e-05
-1.565123,-0.006846423,-0.006185018,0.003762115,0.0009938122,0.003611199,-0.002162369,0.0002861767,-0.0006235547,-0.0003607388,-0.0003300857,0.0001294621,-0.0003650525,-2.37752e-05,8.730128e-05
-1.592529,-0.004309556,-0.006912314,0.003288786,0.001473312,0.003449475,-0.002167973,0.0002274169,-0.0005595235,-0.0003011579,-0.0003468633,0.0001180762,-0.0003353023,-2.269776e-05,9.693594e-05
-1.616868,-0.002107049,-0.007412071,0.002784066,0.001866662,0.00315712,-0.002121136,0.0001563929,-0.0004881018,-0.0002550767,-0.0003539334,0.0001036804,-0.0003064499,-1.820946e-05,0.0001021823
-1.638515,-0.0004391417,-0.007728187,0.002212158,0.002348101,0.002792208,-0.001982206,9.828329e-05,-0.000412223,-0.0002085903,-0.0003604773,8.348764e-05,-0.0002678347,-1.279774e-05,9.946597e-05
-1.657333,0.0008835424,-0.007817063,0.001633026,0.002707168,0.002304891,-0.001809811,2.312308e-05,-0.0003304006,-0.0001772678,-0.0003533463,5.966849e-05,-0.0002300053,-3.965537e-06,9.330863e-05
-1.673753,0.001775541,-0.007770423,0.001034111,0.003064666,0.001766285,-0.001568312,-3.849384e-05,-0.0002412883,-0.0001466578,-0.0003390701,2.889093e-05,-0.0001828502,5.977621e-06,8.114833e-05
-1.687788,0.002428654,-0.007586751,0.0004929512,0.003213027,0.001144758,-0.001304486,-0.0001075459,-0.0001393211,-0.0001267325,-0.0003060161,-7.224183e-06,-0.0001351095,1.908866e-05,6.69598e-05
-1.699895,0.002813954,-0.00733535,3.473399e-05,0.003205943,0.0005109359,-0.0009972928,-0.0001572278,-2.029215e-05,-0.0001043938,-0.0002582725,-5.009031e-05,-7.89958e-05,3.37386e-05,4.909567e-05
-1.710315,0.003043504,-0.006992175,-0.0002445652,0.002872001,-0.0001399901,-0.0006881704,-0.000201054,0.0001206922,-8.397583e-05,-0.0001885248,-9.687629e-05,-1.950389e-05,5.053806e-05,3.044179e-05
-0.0105422,0.0003830804,0.0007956201,0.0001557321,-0.0007591542,-0.0005894438,0.0002880998,-7.310156e-05,0.0001762302,1.241475e-05,8.940114e-05,-4.955018e-05,7.362754e-05,7.766328e-06,-1.45071e-05
-0.02224617,0.000947366,0.001251976,2.512626e-05,-0.001143325,-0.001295465,0.000656348,-0.0001319225,0.0003295158,2.080915e-05,0.0001665426,-0.0001041977,0.0001426629,1.806971e-05,-3.08886e-05
-0.03522516,0.001871397,0.00146658,-0.0002862102,-0.001292484,-0.00203664,0.001038516,-0.0001855367,0.0004560195,3.178012e-05,0.0002272084,-0.0001544551,0.0002032951,2.620799e-05,-4.664052e-05
-0.05001307,0.003094349,0.001449002,-0.0007245287,-0.001192745,-0.002746021,0.001427518,-0.0002197456,0.0005587493,5.354451e-05,0.0002679956,-0.0001986474,0.0002609653,3.063468e-05,-6.226779e-05
-0.06678953,0.004733369,0.001223523,-0.001201667,-0.001018995,-0.003436564,0.001776825,-0.0002499467,0.000641905,7.765666e-05,0.0002980943,-0.0002332902,0.0003095352,3.2717e-05,-7.396822e-05
-0.08601462,0.006694497,0.0007422166,-0.001703869,-0.0006929578,-0.004030542,0.002099767,-0.0002543978,0.0007102334,0.0001168342,0.0003125427,-0.0002604723,0.0003571357,3.115234e-05,-8.329972e-05
-0.1076682,0.009146222,2.519817e-05,-0.002163337,-0.0004103572,-0.004561331,0.002343054,-0.0002561748,0.0007672962,0.0001586759,0.0003233764,-0.0002775137,0.0003958238,2.776237e-05,-8.586142e-05
-0.1321848,0.01192634,-0.0009711825,-0.00259785,-3.310154e-05,-0.004956952,0.002530551,-0.0002349064,0.0008152009,0.0002177741,0.0003232104,-0.0002881327,0.0004355216,2.102259e-05,-8.414196e-05
-0.1594133,0.0151907,-0.00217387,-0.002958891,0.0002526913,-0.005272668,0.00260429,-0.0002215269,0.00085217,0.0002766651,0.0003242585,-0.0002884526,0.000467148,1.285119e-05,-7.410455e-05
-0.1897707,0.01867578,-0.003557646,-0.003284916,0.0006412724,-0.005453372,0.002594142,-0.0002025853,0.0008745259,0.0003488119,0.0003154909,-0.00028072,0.0005005916,1.419624e-06,-5.956404e-05
-0.2230484,0.02248926,-0.004953748,-0.003541482,0.0009737879,-0.005571996,0.002444226,-0.000212902,0.0008733095,0.0004095093,0.000307312,-0.0002575995,0.0005251629,-1.141652e-05,-3.758452e-05
-0.259706,0.02626806,-0.00623783,-0.003774598,0.001485577,-0.005587068,0.002189721,-0.0002439528,0.0008398979,0.0004676971,0.0002856831,-0.0002182875,0.0005492009,-2.778394e-05,-1.255319e-05
-0.3194013,0.03255822,-0.005385836,-0.003730909,0.002330465,-0.005782558,0.001878534,-0.0003592977,0.0006588144,0.0003745582,0.0002919678,-0.0001575943,0.0005238285,-4.390378e-05,2.972237e-05
-0.3803507,0.03853289,-0.004165211,-0.003630165,0.003332325,-0.005877837,0.00162818,-0.0004337989,0.0004620762,0.0002659793,0.0002844169,-9.628236e-05,0.0004897827,-5.870513e-05,6.694914e-05
-0.4403243,0.0439385,-0.002478225,-0.00345921,0.004246382,-0.005903231,0.00143181,-0.0004666183,0.0002740332,0.0001269561,0.0002738792,-3.169871e-05,0.0004387715,-6.951208e-05,0.000100354
-0.4977606,0.04812708,-0.0004176517,-0.003272724,0.00518417,-0.005778899,0.001348992,-0.0004314061,0.0001251982,-9.683235e-06,0.0002499032,2.696346e-05,0.0003841368,-7.80171e-05,0.0001267856
-0.5509938,0.0510795,0.00195546,-0.003063484,0.005895815,-0.005513416,0.00134279,-0.0003316128,3.694246e-05,-0.0001551061,0.0002280561,7.750364e-05,0.0003188676,-8.113334e-05,0.0001490617
-0.5992351,0.05246077,0.004400437,-0.002872093,0.006482384,-0.005035629,0.001433876,-0.0001568977,2.621096e-05,-0.0002744716,0.0002027975,0.0001077473,0.0002570986,-8.059206e-05,0.0001656521
-0.6418063,0.05256349,0.006755213,-0.002688516,0.006737296,-0.004367984,0.001555465,7.759616e-05,9.111217e-05,-0.0003804383,0.0001892403,0.0001172771,0.0001920676,-7.365637e-05,0.0001782923
-0.6787969,0.0513484,0.008741873,-0.002536766,0.006792252,-0.003482174,0.001705643,0.0003641726,0.0002220661,-0.000441881,0.0001809621,9.772267e-05,0.0001373545,-6.309183e-05,0.0001848193
-0.7103192,0.04929405,0.01022781,-0.002402937,0.006509104,-0.002441892,0.001813576,0.0006769104,0.000392556,-0.0004769526,0.0001863255,5.756472e-05,8.586772e-05,-4.756583e-05,0.0001852725
-0.7369736,0.04648805,0.01102456,-0.002301719,0.006059461,-0.001266378,0.001885233,0.0009995462,0.0005761096,-0.0004605461,0.0001946872,-5.638163e-06,4.839905e-05,-3.110054e-05,0.0001773284
-0.759241,0.043409,0.0111222,-0.00221527,0.005356104,-5.465814e-05,0.001870776,0.00130344,0.0007404151,-0.0004185278,0.0002074401,-7.282232e-05,1.834831e-05,-1.387626e-05,0.0001621842
-0.7778203,0.04011392,0.01047359,-0.002157477,0.004587034,0.001158869,0.00180048,0.001578946,0.0008621862,-0.0003298592,0.0002120322,-0.0001469659,5.847332e-09,-2.725967e-09,0.0001382073
-0.7932455,0.03696319,0.009194718,-0.002103119,0.003678065,0.002264814,0.001649346,0.001799438,0.0009240984,-0.0002295865,0.0002088991,-0.0002002817,-8.627187e-06,9.975828e-06,0.0001115426
-0.8060736,0.03391704,0.007350167,-0.00207395,0.002811652,0.003257648,0.001466245,0.001975174,0.0009170558,-9.409694e-05,0.0001865993,-0.0002477425,-1.475979e-05,1.359081e-05,7.860461e-05
-0.8167675,0.03119298,0.005127076,-0.002031277,0.001898055,0.004035553,0.00123811,0.002076691,0.0008466926,3.093441e-05,0.0001519263,-0.0002539141,-9.032733e-06,1.091297e-05,5.248115e-05
-0.8256705,0.02866629,0.002639907,-0.002009089,0.001105368,0.004644705,0.001016345,0.002139218,0.0007148086,0.0001783694,9.427943e-05,-0.0002525694,-1.180293e-05,1.782863e-06,2.354323e-05
-0.8331763,0.02644587,8.689888e-05,-0.001957386,0.0003262217,0.005004032,0.0007855138,0.002126486,0.0005439199,0.0002951935,2.948405e-05,-0.0002043669,-2.46059e-06,-1.252347e-05,9.307118e-06
-0.8394399,0.02436604,-0.00242272,-0.001914636,-0.0002947442,0.005193916,0.0005862026,0.002087149,0.0003399626,0.000420876,-5.303156e-05,-0.0001537743,-6.481436e-06,-3.06843e-05,-5.022544e-06
-0.8448112,0.02248428,-0.004717786,-0.001832717,-0.0008660381,0.005167803,0.0003954376,0.001985783,0.0001283289,0.0005052789,-0.0001321478,-6.707914e-05,-1.359593e-07,-5.058928e-05,-2.891252e-06
-0.8492833,0.02064149,-0.006730804,-0.001748605,-0.001271868,0.005011296,0.0002397742,0.001868831,-8.427507e-05,0.0005876177,-0.0002183402,1.306802e-05,-6.700413e-06,-7.020151e-05,-1.331653e-06
-0.853149,0.01889583,-0.00834485,-0.001625872,-0.001611455,0.004704941,9.327124e-05,0.001706542,-0.0002772973,0.0006258283,-0.0002901433,0.0001123401,-4.05638e-06,-8.730476e-05,1.307716e-05
-0.8562304,0.01714762,-0.009563728,-0.001510242,-0.001790461,0.004323084,-1.798744e-05,0.001543043,-0.0004449726,0.0006577398,-0.0003578586,0.000191257,-1.20066e-05,-9.976448e-05,2.287586e-05
-0.8587244,0.01550376,-0.01035516,-0.001383695,-0.001896462,0.003849944,-0.0001085512,0.001354787,-0.0005690093,0.0006482377,-0.000402731,0.0002714352,-1.028211e-05,-0.0001056308,3.875216e-05
-0.8604103,0.01397253,-0.01080259,-0.001310681,-0.00184784,0.003350649,-0.0001361358,0.001193842,-0.0006464221,0.0006357273,-0.0004335357,0.0003107444,-1.638444e-05,-0.0001032562,4.445559e-05
-0.8615757,0.01270962,-0.01094976,-0.001279956,-0.001724294,0.002798914,-9.86193e-05,0.001040831,-0.000655868,0.0005889515,-0.0004366389,0.0003335491,-1.120566e-05,-9.111053e-05,4.81303e-05
-0.860742,0.01137918,-0.01012337,-0.001256658,-0.001243321,0.002104662,3.232467e-05,0.0009211385,-0.0005134079,0.0004891022,-0.0003682195,0.0002600739,-7.791973e-06,-6.02415e-05,3.946647e-05
-0.8597382,0.009502364,-0.008968451,-0.001108412,-0.0007610314,0.001394703,5.457576e-05,0.0007346306,-0.0003581069,0.0003696702,-0.0002943651,0.0002092779,1.140908e-06,-2.854336e-05,3.315486e-05
-0.8586155,0.007195699,-0.00758958,-0.0008988613,-0.0002250492,0.0007395355,1.629516e-05,0.0005423057,-0.0002137079,0.0002645048,-0.0002161474,0.0001348696,7.56028e-06,1.801792e-06,2.661486e-05
-0.8574156,0.00460007,-0.006083072,-0.0006178303,0.0003015208,7.725258e-05,-8.196762e-05,0.0003136959,-5.665373e-05,0.000150723,-0.0001398474,7.858397e-05,1.370082e-05,3.303992e-05,1.668188e-05
-0.8561254,0.001866791,-0.004513317,-0.0003239507,0.0008515665,-0.0005556723,-0.0001907532,9.324638e-05,9.299272e-05,4.500223e-05,-5.676258e-05,3.842726e-06,2.542145e-05,6.277778e-05,1.133358e-05
-0.8547898,-0.0008895976,-0.002937008,-2.042381e-05,0.00139543,-0.001195014,-0.0003116702,-0.0001358289,0.0002541047,-6.260241e-05,1.9766e-05,-6.081582e-05,2.75932e-05,9.460068e-05,-1.858225e-06
-0.8534347,-0.00350694,-0.001401204,0.0002547443,0.001933341,-0.001843246,-0.0004000991,-0.0003518114,0.0004131628,-0.0001745882,0.0001057844,-0.0001332393,4.369327e-05,0.0001253211,-5.191964e-06
-0.8521268,-0.005869224,2.428833e-05,0.0004778689,0.002468596,-0.00249742,-0.0004495438,-0.0005474108,0.0005808955,-0.0002829987,0.0001821476,-0.0002043912,4.279386e-05,0.0001589408,-1.947471e-05
-0.8509748,-0.007782735,0.001261011,0.0006273618,0.002968613,-0.003183769,-0.0004172257,-0.0007154005,0.0007492492,-0.0004036679,0.0002692083,-0.0002766669,6.063841e-05,0.0001913259,-2.094615e-05
-0.8501643,-0.00915587,0.002205391,0.0006761166,0.003458636,-0.003863861,-0.0002922854,-0.0008283641,0.0009193559,-0.0005128312,0.00034334,-0.0003550928,6.014817e-05,0.0002251417,-3.501059e-05
-0.8514855,-0.01011993,0.002107841,0.0008071138,0.003592697,-0.00448363,-0.0001684307,-0.0009209058,0.0009205993,-0.0005949718,0.0003771972,-0.0003592159,7.814705e-05,0.0002269995,-2.277946e-05
-0.8533769,-0.01129027,0.00168938,0.0009952803,0.003645206,-0.005080755,-0.0001029762,-0.001025229,0.0008586815,-0.0006499172,0.0003788254,-0.0003336772,7.786277e-05,0.0002188086,-1.309336e-05
-0.8559743,-0.01250552,0.0008930968,0.001228762,0.003548331,-0.005666897,-7.764656e-05,-0.001145762,0.0007405938,-0.0007013997,0.000370963,-0.0002737109,9.0851e-05,0.0001995331,1.287417e-05
-0.8589696,-0.01377922,-0.0003859536,0.001460752,0.003369689,-0.006193535,-6.588534e-05,-0.0012453,0.0005776053,-0.000713748,0.0003364904,-0.0002037096,9.153296e-05,0.000171955,3.163392e-05
-0.8625155,-0.01500649,-0.002121551,0.001696399,0.003027994,-0.006663757,-8.083013e-05,-0.001341713,0.0003795231,-0.0007173648,0.0002971464,-0.000111829,0.0001040667,0.0001371489,5.792236e-05
-0.866432,-0.01629447,-0.004332114,0.00190427,0.002610608,-0.007009031,-0.0001049378,-0.001397271,0.000153369,-0.0006757691,0.0002404544,-2.879195e-05,0.0001084767,9.702569e-05,7.225327e-05
-0.871013,-0.01759389,-0.006903973,0.002111128,0.002021124,-0.007236259,-0.0001714016,-0.001441664,-8.302265e-05,-0.0006271026,0.0001860751,6.718892e-05,0.0001232768,5.472705e-05,8.61408e-05
-0.8762581,-0.01906485,-0.009781732,0.002289571,0.001372075,-0.007261236,-0.0002531186,-0.001428525,-0.0003258152,-0.0005333397,0.0001271517,0.0001344855,0.0001334917,1.112208e-05,8.585609e-05
-0.8825288,-0.02067202,-0.0127909,0.002477749,0.0005557392,-0.007114472,-0.0003870503,-0.001396512,-0.0005458761,-0.0004401233,7.857531e-05,0.0002061077,0.0001505434,-2.892203e-05,7.999899e-05
-0.8899892,-0.0225846,-0.01582577,0.002644004,-0.0002857618,-0.00671489,-0.0005244531,-0.001293328,-0.0007412291,-0.0003102339,3.859573e-05,0.0002334868,0.0001653707,-6.587264e-05,6.216004e-05
-0.8990625,-0.02473062,-0.01866863,0.002827009,-0.001259454,-0.006122246,-0.000698312,-0.001159789,-0.0008799829,-0.0001922553,1.418068e-05,0.0002564681,0.0001798633,-9.413578e-05,3.816253e-05
-0.9101137,-0.02724546,-0.02119391,0.002997017,-0.002199298,-0.005289213,-0.0008438276,-0.000955014,-0.000962456,-5.603448e-05,4.810618e-06,0.0002348025,0.0001920063,-0.000115994,8.718601e-06
-0.9236678,-0.0299563,-0.02317269,0.003180803,-0.003195048,-0.004297063,-0.0009881753,-0.0007142081,-0.0009706592,5.440816e-05,9.861611e-06,0.0002048968,0.0001938252,-0.0001268496,-2.275094e-05
-0.9403291,-0.03291817,-0.02451238,0.003357651,-0.004062775,-0.003151198,-0.001066333,-0.0004207433,-0.0009125505,0.0001605763,2.451647e-05,0.0001458679,0.000190906,-0.000130985,-5.182357e-05
-0.9607419,-0.03580991,-0.02503421,0.003541226,-0.0048747,-0.001948243,-0.001111305,-0.0001079477,-0.000794748,0.0002255885,4.457564e-05,8.70877e-05,0.0001698403,-0.0001254947,-7.704851e-05
-0.9856908,-0.03858077,-0.02474881,0.003717526,-0.005435457,-0.0007288521,-0.001075706,0.0002190399,-0.0006390489,0.000268603,6.001666e-05,2.239408e-05,0.0001414652,-0.0001162725,-9.512416e-05
-1.015819,-0.04077017,-0.02359787,0.003894328,-0.005824612,0.0004103971,-0.001014683,0.0005236523,-0.0004726965,0.0002598245,6.861294e-05,-2.639903e-05,9.263951e-05,-0.0001015158,-0.000106021
-1.051841,-0.04227182,-0.02174642,0.004059191,-0.005858327,0.00143505,-0.0009081038,0.0007918046,-0.0003244833,0.0002225124,5.991954e-05,-6.183736e-05,3.750883e-05,-8.717082e-05,-0.0001096165
-1.094048,-0.04259615,-0.01928024,0.004218841,-0.005661991,0.00227697,-0.0008350024,0.0009890972,-0.0002230256,0.0001351254,3.928727e-05,-7.226831e-05,-3.422623e-05,-7.10994e-05,-0.0001059973
-1.142618,-0.041737,-0.01649086,0.004356294,-0.005093338,0.002946022,-0.0007899662,0.00110955,-0.0001845439,2.773785e-05,5.951e-07,-6.432022e-05,-0.0001067388,-5.813399e-05,-9.665321e-05
-1.196977,-0.03937457,-0.01353646,0.004477725,-0.004348745,0.003416555,-0.0008531224,0.001131677,-0.0002166395,-0.0001132407,-4.260094e-05,-3.634716e-05,-0.0001876773,-4.506259e-05,-8.013508e-05
-1.256306,-0.03579373,-0.01071442,0.004554717,-0.003327977,0.003745898,-0.001000748,0.001070637,-0.000309089,-0.0002519258,-9.420272e-05,1.253251e-06,-0.0002607424,-3.573441e-05,-5.814417e-05
-1.318876,-0.03100011,-0.008120364,0.004593758,-0.002282764,0.003928812,-0.001282041,0.0009222389,-0.000443825,-0.0003973228,-0.0001383403,4.679782e-05,-0.0003325037,-2.661396e-05,-2.825456e-05
-1.382925,-0.02561421,-0.005925575,0.004555808,-0.001118422,0.004037758,-0.001631442,0.0007226247,-0.0005930207,-0.000514063,-0.0001825284,9.202405e-05,-0.0003873681,-2.114669e-05,5.996307e-06
-1.44599,-0.01990693,-0.00407832,0.004455122,-9.368233e-05,0.00404927,-0.002059944,0.0004770756,-0.0007309734,-0.0006131415,-0.0002149444,0.0001385743,-0.0004329186,-1.635748e-05,4.559427e-05
-1.485227,-0.01635176,-0.004785275,0.004157702,0.0005324924,0.004133732,-0.002365546,0.0003520242,-0.0007383301,-0.0005572796,-0.0002601134,0.0001640588,-0.0004164914,-2.366184e-05,7.004636e-05
-1.520997,-0.01279781,-0.005621191,0.003841737,0.0009777032,0.004120365,-0.002579755,0.0002490173,-0.0007135084,-0.000495632,-0.000291297,0.0001751521,-0.0003977292,-2.704353e-05,9.224845e-05
-1.55366,-0.009619894,-0.006465214,0.003467865,0.001471954,0.004047834,-0.002662067,0.0001813347,-0.0006655609,-0.0004205324,-0.0003215307,0.0001737954,-0.000368056,-2.92809e-05,0.0001076372
-1.582946,-0.006736954,-0.00713268,0.003062312,0.001859905,0.003847451,-0.002671235,0.0001142153,-0.0006032904,-0.0003567619,-0.0003409649,0.0001664947,-0.0003394421,-2.766479e-05,0.0001184914
-1.609245,-0.004385152,-0.00761458,0.002590238,0.002331844,0.003565605,-0.002569474,6.523515e-05,-0.0005327353,-0.0002923676,-0.0003599888,0.0001519947,-0.0003020346,-2.482199e-05,0.0001208756
-1.632401,-0.002397896,-0.007840345,0.0020912,0.002702546,0.003145815,-0.002414127,4.120216e-06,-0.0004563694,-0.0002446854,-0.0003667367,0.0001329815,-0.000266109,-1.831466e-05,0.0001184123
-1.652852,-0.0008831177,-0.007885998,0.001546609,0.003106255,0.002650159,-0.002171905,-4.494071e-05,-0.0003742127,-0.0001994936,-0.000368021,0.0001063245,-0.0002219415,-1.042486e-05,0.0001085127
-1.670567,0.0003580175,-0.007751522,0.001013518,0.003344225,0.002041419,-0.001892085,-0.0001042261,-0.0002824487,-0.0001684918,-0.0003516882,7.284151e-05,-0.0001780463,1.023278e-06,9.515598e-05
-1.685952,0.001290414,-0.007531055,0.0004993108,0.00348928,0.001388059,-0.00154911,-0.0001481477,-0.0001763285,-0.000137897,-0.0003219474,2.994221e-05,-0.0001263633,1.410137e-05,7.680923e-05
-1.699065,0.00206185,-0.007238291,7.841135e-05,0.003361646,0.000672001,-0.001180511,-0.0001904786,-4.939033e-05,-0.0001141206,-0.0002692092,-2.144688e-05,-7.345306e-05,3.049039e-05,5.667513e-05
-1.71022,0.002651186,-0.006920677,-0.0002077291,0.002971015,-4.614617e-05,-0.0007799987,-0.0002138737,0.0001038278,-8.637015e-05,-0.0001962735,-8.119058e-05,-1.405911e-05,4.839672e-05,3.393687e-05
-0.01029393,0.0007476781,0.0006790333,0.0001108205,-0.000826043,-0.0006744519,0.0003873465,-5.570574e-05,0.0001887036,1.38669e-05,9.594471e-05,-6.545432e-05,6.925045e-05,8.435162e-06,-1.849458e-05
-0.02231472,0.001667978,0.001104058,-1.658924e-05,-0.001309676,-0.001467406,0.0008333985,-0.0001024742,0.000350586,2.173073e-05,0.0001798066,-0.000132347,0.000134601,1.944933e-05,-3.770211e-05
-0.03609547,0.002845007,0.001335032,-0.0003131269,-0.001486364,-0.002256085,0.00129331,-0.0001348631,0.0004823664,3.78626e-05,0.000241483,-0.0001925325,0.0001967637,2.733861e-05,-5.739062e-05
-0.05176579,0.00435363,0.0013914,-0.0006994412,-0.001493302,-0.003036469,0.001726791,-0.0001620749,0.0005873655,5.743236e-05,0.0002866851,-0.0002420504,0.0002513545,3.236178e-05,-7.474163e-05
-0.06973018,0.006127834,0.001234112,-0.001141929,-0.001294232,-0.003741236,0.002138155,-0.0001679922,0.0006714797,9.051349e-05,0.0003123365,-0.0002816649,0.0003043796,3.351749e-05,-9.039626e-05
-0.09003628,0.00831518,0.0008610032,-0.001573911,-0.001066535,-0.004389398,0.002481411,-0.0001688779,0.0007398841,0.0001280402,0.0003290054,-0.0003092969,0.0003493058,3.230786e-05,-0.0001004867
-0.1131261,0.01081992,0.0002104456,-0.001994282,-0.0007163222,-0.004908602,0.002772893,-0.0001466736,0.0007972901,0.0001836778,0.0003314479,-0.0003281323,0.0003947859,2.739393e-05,-0.0001064535
-0.138959,0.01381802,-0.0006919604,-0.002355932,-0.0004264697,-0.005341049,0.002960321,-0.0001256584,0.0008448016,0.0002437095,0.0003317003,-0.000335909,0.0004329209,2.05187e-05,-0.0001044252
-0.1680067,0.01713606,-0.001862364,-0.002680526,-4.275893e-05,-0.005628213,0.003068272,-9.241725e-05,0.0008812606,0.0003216228,0.0003212361,-0.000335612,0.000473308,1.009826e-05,-9.705399e-05
-0.2001547,0.02091562,-0.003186149,-0.002935897,0.0002717911,-0.005837277,0.003044669,-7.729474e-05,0.0008998374,0.0003967029,0.0003109613,-0.0003222655,0.0005064529,-2.10864e-06,-8.148021e-05
-0.2358817,0.0248706,-0.004575097,-0.003154484,0.0007241096,-0.005930065,0.002923242,-7.244206e-05,0.0008925374,0.0004787433,0.0002884404,-0.0002961311,0.0005411404,-1.799326e-05,-6.158432e-05
-0.2750479,0.02906744,-0.005791895,-0.003309368,0.001172461,-0.005987017,0.002659154,-0.0001073738,0.0008472255,0.0005373428,0.0002632566,-0.0002485997,0.0005655383,-3.567361e-05,-3.519466e-05
-0.3389099,0.03558342,-0.004643569,-0.003224484,0.002202607,-0.006206404,0.002392478,-0.0002088335,0.0006415589,0.0004470771,0.000254827,-0.0001768539,0.0005482169,-5.499232e-05,6.329201e-06
-0.404136,0.04199952,-0.002988381,-0.003050377,0.003231928,-0.006371272,0.002134772,-0.0002901113,0.0004130215,0.000314685,0.0002436915,-9.697694e-05,0.000510778,-7.080595e-05,4.613743e-05
-0.4688336,0.04754944,-0.0008359346,-0.002832114,0.004371016,-0.006406207,0.001962626,-0.000319899,0.0001938781,0.0001684543,0.0002178882,-1.650879e-05,0.00046536,-8.449879e-05,8.012539e-05
-0.5307416,0.05202612,0.001811945,-0.002569051,0.005358519,-0.006322436,0.001860673,-0.0002947694,1.392452e-05,-1.827322e-06,0.000191471,6.202309e-05,0.0004049266,-9.315744e-05,0.0001103178
-0.5884083,0.05491146,0.004757273,-0.002304052,0.006276124,-0.006033862,0.001869079,-0.0001948581,-9.694513e-05,-0.0001607424,0.0001584148,0.0001256774,0.0003432575,-9.810162e-05,0.0001350032
-0.640448,0.05632276,0.007836072,-0.002038448,0.006882768,-0.005547546,0.001934451,-2.751994e-05,-0.0001250771,-0.0003165553,0.0001351471,0.0001703366,0.000274472,-9.640498e-05,0.0001563323
-0.6863713,0.05609776,0.01073595,-0.001802082,0.007281343,-0.004806894,0.002060089,0.0002078028,-6.600545e-05,-0.0004341657,0.0001171372,0.0001842028,0.0002124701,-8.995045e-05,0.0001723145
-0.7258358,0.05465135,0.01325432,-0.001591155,0.007297921,-0.003856333,0.002171431,0.0004885376,6.36987e-05,-0.0005261773,0.0001161004,0.0001703149,0.0001517191,-7.701223e-05,0.0001833928
-0.7591774,0.05206211,0.01511656,-0.001423022,0.007085239,-0.002694906,0.002264386,0.0008001121,0.000240956,-0.0005629821,0.0001230464,0.0001237698,0.0001038008,-6.098561e-05,0.0001862793
-0.7867471,0.04885464,0.01622245,-0.00128691,0.006539029,-0.001416425,0.002275652,0.001111329,0.0004307192,-0.0005659539,0.0001416145,5.99869e-05,6.356253e-05,-4.182379e-05,0.0001816507
-0.8092549,0.04515304,0.01644321,-0.001194881,0.005848518,-5.869606e-05,0.002222468,0.001407456,0.0006019085,-0.0005114815,0.0001580527,-2.183218e-05,3.687688e-05,-2.385867e-05,0.0001662973
-0.8273074,0.04141165,0.01583557,-0.00112815,0.004943962,0.001258257,0.002070326,0.001657679,0.0007259091,-0.000431542,0.0001720942,-9.524393e-05,2.100257e-05,-8.067741e-06,0.0001450435
